attachment_id,text,user_id,height,width,length,train,frame_count,height_width
76fc58e0-5691-455b-9eef-547200f9295b,рыба,95af8e702c909eee7145c6dc1a3d756b,1280,720,33.0,True,33,1280_720
3cfe809b-f016-4ccd-ad2f-cf35c1584e3f,рыба,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,111.0,True,50,720_1280
dfb4c9c2-9b65-45aa-a4d6-e27599a884d8,дикое животное,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,59.0,True,59,1920_822
f30bca8b-2a7d-4013-942e-72d3aecc5a11,домашнее животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,131.0,True,90,720_1280
896d253f-9191-43f3-9b63-58ee8658cc3f,кошка,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,49.0,True,49,1920_822
78c14154-ad33-49dc-b634-20b543ca10f1,попугай,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,35.0,True,35,1920_822
52273347-5421-4d96-a18f-119f4f00e78c,птица,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,63.0,True,63,1920_822
731ffc36-ce93-4f9f-96a4-5fcc1e513bc6,собака,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,53.0,True,53,1920_822
30d1f0e2-1169-4fa6-b635-13edcc980c4a,рыба,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,33.0,True,33,1920_822
4ae3d70b-fd46-444e-88c2-a2f958b0ccb3,попугай,185bd3a81d9d618518d10abebf0d17a8,1920,1080,71.0,True,71,1920_1080
7e9768ee-eb60-45ce-a3a9-80c275d73f10,кошка,185bd3a81d9d618518d10abebf0d17a8,1920,1080,65.0,True,65,1920_1080
78f75fea-cee1-45a6-a044-9bfb27c7dfd7,птица,185bd3a81d9d618518d10abebf0d17a8,1920,1080,105.0,True,72,1920_1080
56f6a259-7fdd-43cb-bbde-263929e03977,собака,185bd3a81d9d618518d10abebf0d17a8,1920,1080,106.0,True,54,1920_1080
e4f388d9-c6cc-4c82-8eea-19916497d0c3,дикое животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,57.0,True,57,1920_1080
fb2d0cb4-5db6-425f-b787-42b6d27f6d75,домашнее животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,76.0,True,76,1920_1080
af469743-dce2-4e3a-88b7-cd6a3d06d089,собака,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,49.0,True,49,1920_822
6e3cb5d6-41d6-45da-bbab-605dee81bcc4,дикое животное,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,66.0,True,66,1920_822
f44a7b7e-8ec7-4b9f-b724-467369a9056d,собака,0211b488644476dd0fec656ccb9b74fc,1920,1080,48.0,True,48,1920_1080
e2d03924-6b38-4b4e-aa72-328dcf67d524,рыба,0211b488644476dd0fec656ccb9b74fc,1920,1080,30.0,True,30,1920_1080
740b84b1-d8d2-4364-9cd7-fffaff4cabd5,дикое животное,0211b488644476dd0fec656ccb9b74fc,1920,1080,76.0,True,76,1920_1080
67fe2ae4-3c98-4de7-9163-98e876abbc74,кошка,0211b488644476dd0fec656ccb9b74fc,1920,1080,33.0,True,33,1920_1080
ea161948-a2d5-4e4a-b91e-bac967342acd,попугай,0211b488644476dd0fec656ccb9b74fc,1920,1080,42.0,True,42,1920_1080
7705ee15-0180-4431-9c9b-77fe1f7cf98e,домашнее животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,130.0,True,90,720_1280
f955d5e5-d449-4757-b356-e7e641bf59b3,рыба,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,53.0,True,53,720_1280
506f5596-ace8-426e-b97c-f5d5953abd65,птица,0211b488644476dd0fec656ccb9b74fc,1920,1080,79.0,True,79,1920_1080
1c7f15d2-11a4-4003-9c9c-f00fcbd4f00b,кошка,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,56.0,True,56,720_1280
8da4381b-5ddd-4f1d-8195-f8b59ab24dc1,дикое животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,85.0,True,85,720_1280
42736962-89b0-4209-849d-95e62e7f8931,дикое животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,47.0,True,47,1920_1080
21d5c319-0e78-48ce-a9ff-53d4b9321b0e,рыба,185bd3a81d9d618518d10abebf0d17a8,1920,1080,38.0,True,38,1920_1080
2049c848-2bcb-4d1e-9a90-34d54e9550a4,собака,185bd3a81d9d618518d10abebf0d17a8,1920,1080,51.0,True,51,1920_1080
893d99a8-8002-4d84-8117-c3b339c3f510,домашнее животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,74.0,True,74,1920_1080
e1a67f9b-4366-46e4-b7d2-8f4eb0e0e178,попугай,185bd3a81d9d618518d10abebf0d17a8,1920,1080,37.0,True,37,1920_1080
3df671ae-5eff-4c2d-98c1-6abfe7028563,кошка,185bd3a81d9d618518d10abebf0d17a8,1920,1080,41.0,True,41,1920_1080
22de72bf-bd84-4286-9821-039e31784451,попугай,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,37.0,True,37,720_1280
c6d03412-8bfb-4090-ae9d-28955c413bc4,попугай,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,41.0,True,41,1920_822
51eb5a2f-e359-4954-a3da-53348c032e6b,кошка,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,52.0,True,52,1920_822
8e7c6767-50eb-469d-b99d-8f872decc9d8,рыба,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,45.0,True,45,1920_822
20522211-c4c7-4af2-964b-4b124fefdaeb,собака,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,63.0,True,63,1280_720
ece5ff65-f9ed-4bd7-b55c-50fa84476320,дикое животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,57.0,True,57,1280_720
6bf8b57a-5e18-40f3-8e4e-ac631a0f8ddb,домашнее животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,55.0,True,55,1280_720
0ea00be5-523e-4a53-a1b3-a33714eda431,рыба,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,41.0,True,41,1280_720
48fa7c7c-8ca6-4654-941c-f9305bf29294,кошка,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,55.0,True,55,1280_720
0a8a6b1b-e5c0-4a35-873a-c1ac86badc31,попугай,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,40.0,True,40,1280_720
2498d089-9e2f-418f-b523-2bef290e5879,птица,185bd3a81d9d618518d10abebf0d17a8,1920,1080,61.0,True,61,1920_1080
831cf176-fd7b-4d70-bb05-bf1214f5378b,птица,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,44.0,True,44,1280_720
04e6ec28-d64e-40ab-a567-c02931f64051,птица,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,74.0,True,74,1920_822
61286af6-bb4d-4eda-9a62-42ef75d87167,попугай,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,32.0,True,32,1920_822
5f3f5e8c-acaa-4c02-8558-774226a9ee80,домашнее животное,0211b488644476dd0fec656ccb9b74fc,1920,1080,80.0,True,80,1920_1080
ecac9c0f-36d9-4be9-8c3c-25da657f3fdc,попугай,0211b488644476dd0fec656ccb9b74fc,1920,1080,48.0,True,48,1920_1080
5a760629-c562-43c6-a626-42f50ba1e7cd,дикое животное,0211b488644476dd0fec656ccb9b74fc,1920,1080,70.0,True,70,1920_1080
ef0689b7-b8cf-4358-8dda-6da7f8d11281,собака,0211b488644476dd0fec656ccb9b74fc,1920,1080,47.0,True,47,1920_1080
a8c27354-040e-4b98-8079-b5afb3186947,птица,0211b488644476dd0fec656ccb9b74fc,1920,1080,93.0,True,93,1920_1080
46552a8e-b5e0-49f1-b409-1dd4bfaffe1c,рыба,0211b488644476dd0fec656ccb9b74fc,1920,1080,48.0,True,48,1920_1080
cf172d14-6817-41ea-b920-175037ce79b8,кошка,0211b488644476dd0fec656ccb9b74fc,1920,1080,30.0,True,30,1920_1080
d4c1e258-c21d-4681-956e-e030306a0672,домашнее животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,52.0,True,52,1280_720
eab0e62b-6fe8-4b89-90bc-ecb175153733,кошка,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,59.0,True,59,1280_720
8329573d-14b1-41bc-bcbf-2b2e8bac441f,попугай,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,40.0,True,40,1280_720
dbe482fe-5330-417c-94d1-5c61439cffdf,дикое животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,60.0,True,60,1280_720
c232c49a-6ab3-4844-9c91-1805ac2ebafc,собака,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,58.0,True,58,1280_720
83137442-0329-4197-9317-589138727f6e,птица,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,60.0,True,60,1280_720
c58030d7-f187-4b78-819f-b9d39fd32f6d,рыба,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,53.0,True,53,1280_720
2a2e4013-ba93-4cd8-9864-5bcc29f610bb,попугай,185bd3a81d9d618518d10abebf0d17a8,1920,1080,49.0,True,49,1920_1080
1d8843cb-3116-466e-9d89-cb17448c2895,кошка,185bd3a81d9d618518d10abebf0d17a8,1920,1080,35.0,True,35,1920_1080
5f80dd7e-9da8-46b9-aa8d-9cacfcf89f8b,дикое животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,64.0,True,64,1920_1080
53901ad8-cf03-4e3d-970d-21194e0c4cd0,птица,185bd3a81d9d618518d10abebf0d17a8,1920,1080,80.0,True,80,1920_1080
1878a730-2509-4480-b978-2b96de9d8c19,рыба,185bd3a81d9d618518d10abebf0d17a8,1920,1080,53.0,True,53,1920_1080
9fa1470b-5d6e-4f83-bc0c-3c94e6b484b2,собака,185bd3a81d9d618518d10abebf0d17a8,1920,1080,50.0,True,50,1920_1080
ca20894d-1a32-4d41-bd02-e76b4b6d2e34,домашнее животное,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,77.0,True,77,1920_822
6c9d9661-2388-4a70-8859-5e339ea938ea,собака,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,40.0,True,40,1920_822
1713f82f-4bf0-4cbb-b3ca-6b60ce0078d9,птица,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,60.0,True,60,1920_822
d2cbf521-f7ee-4bb9-92a9-4ef3cd99d9a4,кошка,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,40.0,True,40,1920_822
5b08e4e4-8a52-4179-8827-235b4368e9b3,дикое животное,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,57.0,True,57,1920_822
b945fb0c-04d2-43f0-b462-fa25d13bd740,рыба,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,40.0,True,40,1920_822
5bcdcbcf-3def-4fa6-8d14-4be90da9531d,попугай,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,61.0,True,61,720_1280
4c1e6ae6-eada-4874-9b37-db8d9027078d,домашнее животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,141.0,True,90,720_1280
7b2452f9-300a-4c9e-b145-d92415a1b481,кошка,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,70.0,True,70,720_1280
d2ea639d-1d62-46c9-827c-99e7afb71b00,дикое животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,97.0,True,67,720_1280
4636677a-135e-4ba4-a3a9-613644dceda5,рыба,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,63.0,True,63,720_1280
e4fb898c-5701-4d29-9f2a-9102944bdef4,собака,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,44.0,True,44,1920_822
a71d5742-c3c1-480a-b2ca-c38a4ce8981a,птица,185bd3a81d9d618518d10abebf0d17a8,1920,1080,76.0,True,76,1920_1080
43cc633a-575d-44c9-b7a4-279d251dd715,домашнее животное,185bd3a81d9d618518d10abebf0d17a8,1920,1080,77.0,True,77,1920_1080
f51f9e19-5227-43f2-be55-5ebbb9959820,собака,185bd3a81d9d618518d10abebf0d17a8,1920,1080,40.0,True,40,1920_1080
34f194eb-b4d5-495d-902b-39342e8d3f5a,птица,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,54.0,True,54,1280_720
5da51813-1076-4314-8754-2c388b5208d8,домашнее животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,65.0,True,65,1280_720
99afdafa-c186-48e2-b2cc-f33d2e5cd8da,собака,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,47.0,True,47,1280_720
aa55efbc-84d3-45d2-ade7-1c62827e7b80,птица,0211b488644476dd0fec656ccb9b74fc,1920,1080,78.0,True,78,1920_1080
d3a869cd-9d1f-45c6-8da2-41aa21c26752,домашнее животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,137.0,True,90,720_1280
086a36af-0b81-4a9c-838e-64bf885ca43d,домашнее животное,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,49.0,True,49,1280_720
a44c659e-519b-4d78-a943-c46f9d5f1d8d,домашнее животное,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,120.0,True,90,720_1280
8fed65bd-c2ce-4e23-9d42-be51142008d5,добрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,48.0,True,48,1280_720
57b0ac71-5e34-4c19-8d13-bc1731ba3270,сильный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,54.0,True,54,1280_720
0e0b9779-78a8-4c68-9b58-c5e5d3a120bb,недобрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,38.0,True,38,1280_720
611fe35f-3289-4ae8-9339-fa06a450784d,красивый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,65.0,True,65,1280_720
f9122fb0-dc6c-435c-ac8d-6eb675a317a6,добрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,46.0,True,46,1920_1080
41218d90-81d7-4121-9734-6ef13b576b34,агрессивный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,39.0,True,39,1280_720
cbf09593-bcb5-4872-8467-b43be39bca55,недобрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,31.0,True,31,1920_1080
d2390a88-39aa-41b8-9e82-6b134dfb66cd,сильный,0211b488644476dd0fec656ccb9b74fc,1920,1080,34.0,True,34,1920_1080
886833c6-b3ae-41b4-9cb6-dc1f5bee66de,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,44.0,True,44,1920_1080
3f970354-9680-491e-89e8-50e6c3427bd1,красивый,0211b488644476dd0fec656ccb9b74fc,1920,1080,44.0,True,44,1920_1080
07610ea9-512b-4381-a9bb-99801b608439,сильный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,36.0,True,36,1280_720
3d4a6230-bb8b-4ed3-b90d-dccbe39aceb7,красивый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,59.0,True,59,1280_720
c3628307-817d-4bcd-ab4d-4a579381cc64,недобрый,185bd3a81d9d618518d10abebf0d17a8,1920,1080,34.0,True,34,1920_1080
3a0877b4-9fba-43eb-9a80-4b43b4b72ef3,агрессивный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,58.0,True,58,1280_720
3b2ffb35-3a35-4d70-826e-add87251363b,добрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,54.0,True,54,1280_720
b9ce09df-744f-4507-a7d7-e1ba79badae8,недобрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,34.0,True,34,1280_720
f23ad972-35c8-4cef-a455-56738a3fb2ca,агрессивный,185bd3a81d9d618518d10abebf0d17a8,1920,1080,70.0,True,70,1920_1080
8500485d-0426-4481-94ac-5fc88bd57a07,красивый,0211b488644476dd0fec656ccb9b74fc,1920,1080,54.0,True,54,1920_1080
6c95b23d-05f6-4ca6-9a65-ef9033193c1a,недобрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,32.0,True,32,1920_1080
d3d0063f-dd5d-429e-86a9-7bf668b6e4af,сильный,0211b488644476dd0fec656ccb9b74fc,1920,1080,35.0,True,35,1920_1080
4a615f84-b860-46ab-b6a3-2e2acacc7dcc,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,43.0,True,43,1920_1080
6e295ffa-f837-482f-8fac-e0ef3076156b,добрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,40.0,True,40,1920_1080
484319b4-c62f-4ba6-bade-c4d573769f51,недобрый,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,36.0,True,36,1920_822
eec2f8f9-4ada-4b5a-b7e1-eca552ced317,агрессивный,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,53.0,True,53,1920_822
5ca4125e-978a-49bc-a67c-51dca81ed362,добрый,185bd3a81d9d618518d10abebf0d17a8,1920,1080,53.0,True,53,1920_1080
c4af9bfa-74ae-4051-93d9-937871535393,добрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,66.0,True,66,1920_1080
3391c850-3004-4ff3-a7d3-6077f2dd7163,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,45.0,True,45,1920_1080
da5bec6f-8df6-4e10-8ddf-449b098e3a86,недобрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,33.0,True,33,1920_1080
2b8385b3-a941-45b6-b7b5-5910870c3bb0,недобрый,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,27.0,True,27,1920_822
53ac173d-86b6-4095-812d-c64592abc04f,недобрый,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,41.0,True,41,720_1280
b49c822f-1488-4ddd-b709-d012b204e649,агрессивный,185bd3a81d9d618518d10abebf0d17a8,1920,1080,66.0,True,66,1920_1080
39098975-ed92-403f-8f90-d2b9d743a39a,недобрый,185bd3a81d9d618518d10abebf0d17a8,1920,1080,46.0,True,46,1920_1080
0c21ecd7-cada-494a-9e92-6c2b5d56024c,недобрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,32.0,True,32,1280_720
1da9a8c9-94fa-4d43-bb8d-fd4d60bd63a2,красивый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,56.0,True,56,1280_720
569e3f9c-7dbb-48aa-9692-f5a82a74d442,недобрый,185bd3a81d9d618518d10abebf0d17a8,1920,1080,34.0,True,34,1920_1080
b8ad8100-dc91-4f52-acf1-1047c7c23378,добрый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,53.0,True,53,1280_720
6636486c-8d8a-4b51-99bb-0a00d5b08f4b,недобрый,46dd04a1caa75ed3082b573cb5a3ad26,1920,822,29.0,True,29,1920_822
7275c2e7-3b35-48b0-bdc1-261cf33bb835,сильный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,48.0,True,48,1280_720
bdfa8bf8-bf5e-4407-a1c2-c1cc6371a554,агрессивный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,66.0,True,66,1280_720
92e1505e-84d0-4410-8370-2e1c867b2231,агрессивный,185bd3a81d9d618518d10abebf0d17a8,1920,1080,57.0,True,57,1920_1080
7c74e2d4-449a-4a80-b9be-1fc6d34a615b,красивый,0211b488644476dd0fec656ccb9b74fc,1920,1080,51.0,True,51,1920_1080
9939a3e8-8cfe-45ff-a4b4-65e515d53277,недобрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,33.0,True,33,1920_1080
1f3768d5-dff3-4c71-a1f4-0a8a037a2aa5,недобрый,b07a773bcb10b4f14f33d2b0e8ec58ba,720,1280,48.0,True,48,720_1280
ede270ce-4fa7-41c8-9a18-44b8661a75af,добрый,0211b488644476dd0fec656ccb9b74fc,1920,1080,45.0,True,45,1920_1080
64278a4c-3d98-48e2-9b93-048f845015ac,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,40.0,True,40,1920_1080
053d3cfc-a4e8-461d-97b1-00035eed0496,сильный,0211b488644476dd0fec656ccb9b74fc,1920,1080,32.0,True,32,1920_1080
d9fe3002-2ae4-4cc7-ab33-f525fcf99119,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,32.0,True,32,1920_1080
debd2e1d-2078-448a-b4e2-c536055ab72e,агрессивный,185bd3a81d9d618518d10abebf0d17a8,1920,1080,63.0,True,63,1920_1080
9b3c4954-957a-4ed3-b867-4c46f7e2d3f4,агрессивный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,47.0,True,47,1280_720
b31c3ec8-212a-4017-8910-205c29922c4b,агрессивный,0211b488644476dd0fec656ccb9b74fc,1920,1080,41.0,True,41,1920_1080
31598a2c-80d9-4fc5-9023-701fd9629ef7,оранжевый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,49.0,True,49,1280_720
25e184b8-b1e8-4368-84c3-668e1483f57f,серебро,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,38.0,True,38,1280_720
bad1e57a-669c-46cf-8b79-23b0eee0ca25,бежевый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,34.0,True,34,1280_720
49d551df-2217-4caa-b873-c864e9e7ef0c,фиолетовый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,50.0,True,50,1280_720
cfd63f24-ea6a-48c0-ad02-1953a33b81b0,желтый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,67.0,True,67,1280_720
352bae17-2ea2-44c4-834f-923672e39ef1,красный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,47.0,True,47,1280_720
6934e233-8571-42ae-bec0-85c55709eaae,черный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,66.0,True,66,1280_720
1484dc65-02ec-4294-ad13-d91d7b70e190,серый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,53.0,True,53,1280_720
f6747caf-e079-474e-9d45-ea453de5da03,синий,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,53.0,True,53,1280_720
0cb93333-5bb8-4ff5-b3cd-05cd3fe5d449,зелёный,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,62.0,True,62,1280_720
6fb52e88-4eef-4543-8fa3-8b692a5126f9,белый,db573f94204e56e0cf3fc2ea000e5bdc,1280,720,50.0,True,50,1280_720
fc4950b3-e4e8-4236-b64d-212ab5414978,оранжевый,0211b488644476dd0fec656ccb9b74fc,1920,1080,61.0,True,61,1920_1080
c0501d51-1dcc-443e-a9ce-bcc368616e05,синий,0211b488644476dd0fec656ccb9b74fc,1920,1080,59.0,True,59,1920_1080
a5117d0c-5350-41f2-9dba-608a20524551,бежевый,0211b488644476dd0fec656ccb9b74fc,1920,1080,27.0,True,27,1920_1080
635e2d3a-a1a3-4bf2-b663-d040bf2a6100,серебро,0211b488644476dd0fec656ccb9b74fc,1920,1080,56.0,True,56,1920_1080
987f15aa-5144-477d-8429-6f98a663f0f8,красный,0211b488644476dd0fec656ccb9b74fc,1920,1080,37.0,True,37,1920_1080
54dae313-b858-49d7-aca5-649136614b9f,зелёный,0211b488644476dd0fec656ccb9b74fc,1920,1080,44.0,True,44,1920_1080
80ed8e44-02f9-489e-84d8-ad9eac053140,белый,0211b488644476dd0fec656ccb9b74fc,1920,1080,50.0,True,50,1920_1080
5d7f2553-4a67-4587-84df-e1b6e1ee3810,желтый,0211b488644476dd0fec656ccb9b74fc,1920,1080,47.0,True,47,1920_1080
cd040706-eaf2-4716-8ffb-6fc338530db4,серый,0211b488644476dd0fec656ccb9b74fc,1920,1080,31.0,True,31,1920_1080
